"ID","Player","Team","Position","RkOv","Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*06hwn*","Tyler Morgan","SD","RP","6641","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05rzw*","Sergio Morillo","(N/A)","RP","6648","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05rcl*","Wilny Moron","(N/A)","RP","6655","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uxi*","Zack Morris","COL","RP","6662","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*072hs*","MT Morrissey","PHI","RP","6664","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06yug*","Cooper Moss","(N/A)","SP","6680","FA","19","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rtk*","Alberto Mota","TEX","RP","6685","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r45*","Eddy Mota","(N/A)","RP","6686","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rtj*","Eliseo Mota","DET","RP","6688","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*041wa*","Zach Muckenhirn","(N/A)","SP,RP","6699","FA","31","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ibg*","Ren Mukunoki","(N/A)","SP","6704","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*059zb*","Victor Munoz","(N/A)","RP","6721","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06cn2*","John Murphy","(N/A)","RP","6733","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ul2*","Zach Murray","(N/A)","SP","6744","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066r5*","Tyler Myrick","(N/A)","RP","6758","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06u6o*","Alejandro Mendez","(N/A)","RP","6759","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05t29*","Joe Nahas","(N/A)","RP","6762","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qe3*","Raisei Nakamura","(N/A)","RP","6764","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060ve*","Tim Naughton","(N/A)","RP","6777","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05xnu*","Diego Navarro","(N/A)","RP","6782","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06avu*","Edgar Navarro","(N/A)","RP","6783","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*067z3*","Vaughn Necker","(N/A)","SP","6791","FA","19","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0664a*","Hayden Nierman","BAL","RP","6835","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06u6i*","Jack Noble","(N/A)","RP","6851","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06su6*","Chance Nolan","(N/A)","RP","6858","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06649*","Trey Nordmann","BAL","RP","6868","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06s34*","Cruz Noriega","(N/A)","RP","6872","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03xu8*","Takahiro Norimoto","(N/A)","SP","6873","FA","35","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06um5*","Jose Nova","MIL","RP","6881","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05rhz*","Ellian Nunez","(N/A)","SP","6899","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06phu*","German Nunez","(N/A)","SP","6900","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05r5n*","Henry Nunez","(N/A)","RP","6901","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*072bu*","Connor O'Hara","TEX","RP","6925","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r21*","John O'Reilly","(N/A)","RP","6933","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05yem*","Nelvis Ochoa","(N/A)","SP","6948","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ak7*","Adrian Ogando","(N/A)","RP","6954","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ktq*","Shuto Ogata","(N/A)","SP","6961","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0722o*","Ryosuke Ohtsu","(N/A)","SP","6967","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060z3*","Yasunobu Okugawa","(N/A)","SP","6970","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06sbb*","Billy Oldham","MIN","SP","6971","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r4h*","Eliezer Orbe","(N/A)","RP","7007","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ra8*","Jose Ortega","SD","RP","7022","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060qo*","Yojeiry Osoria","(N/A)","SP","7055","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*072g7*","Johan Otanez","(N/A)","RP","7066","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05ymx*","Ivan Oviedo","(N/A)","RP","7082","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06umj*","Brennen Oxford","(N/A)","RP","7093","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06su7*","Luis Pacheco","(N/A)","RP","7109","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066ta*","Simon Pacheco","(N/A)","RP","7111","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*051ep*","Kanoa Pagan","(N/A)","SP,RP","7124","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qye*","Isaac Palacio","(N/A)","RP","7128","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06c30*","Johan Palacios","(N/A)","RP","7131","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06v6a*","Luis Paredes","(N/A)","RP","7167","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*067yi*","Andres Parra","(N/A)","RP","7188","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*051eb*","Hunter Parsons","(N/A)","RP","7193","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03ao4*","Wes Parsons","(N/A)","RP","7194","FA","33","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rs4*","Marco Patino","(N/A)","SP","7203","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066j5*","Cole Patten","(N/A)","SP","7208","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03jvx*","Spencer Patton","(N/A)","RP","7211","FA","38","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06v2e*","Alexis Paulino","(N/A)","RP","7215","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06tad*","Anderson Paulino","(N/A)","RP","7216","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06c81*","Brailyn Paulino","STL","RP","7217","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04euc*","Matt Peacock","(N/A)","RP","7241","FA","32","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06sud*","Esmerlin Peguero","(N/A)","SP","7253","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060mj*","Francis Peguero","(N/A)","RP","7255","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06su5*","Jeremy Peguero","(N/A)","RP","7256","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05oh9*","Connor Pellerin","(N/A)","RP","7267","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06c39*","Eliezer Pena","COL","SP","7278","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04yj6*","Malvin Pena","(N/A)","SP","7290","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*02n7o*","Ronald Pena","(N/A)","SP,RP","7293","FA","34","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066t7*","Victor Pena","(N/A)","RP","7296","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*061li*","Cole Percival","(N/A)","RP","7325","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0510h*","Alan Perdomo","(N/A)","RP","7326","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*064ox*","Doilin Perez","(N/A)","SP","7356","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05y6m*","Doimil Perez","(N/A)","SP","7357","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06c7m*","Kener Perez","(N/A)","SP","7379","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*064qa*","Marlon Perez","(N/A)","RP","7383","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060w1*","Samuel Perez","(N/A)","RP","7397","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04eno*","Aaron Perry","(N/A)","SP,RP","7408","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06zck*","Tanner Perry","MIL","SP","7412","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06zcq*","Treyson Peters","PIT","SP,RP","7422","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qil*","Ben Peterson","SF","RP","7426","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05oga*","Robbie Peto","(N/A)","SP","7433","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hhi*","Ben Petschke","(N/A)","RP","7437","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05riv*","Zach Pettway","(N/A)","SP","7440","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*065nq*","Jake Pfennigs","(N/A)","RP","7443","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qim*","Cam Pferrer","(N/A)","RP","7444","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06yjr*","Alex Philpott","(N/A)","RP","7455","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ru7*","Rudit Pina","(N/A)","SP","7480","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rh5*","Euri Pineda","(N/A)","RP","7490","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ru8*","Jose Pinto","(N/A)","SP","7509","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06l5e*","Tyler Pitzer","(N/A)","SP","7528","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hof*","Blake Pivaroff","(N/A)","RP","7529","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*02hi4*","Adam Plutko","(N/A)","SP","7537","FA","34","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qx8*","Chase Plymell","CHW","RP","7538","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r7s*","Marcos Pol","(N/A)","SP","7542","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06tma*","Brandison Polanco","(N/A)","RP","7546","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06tmb*","Brayan Polanco","(N/A)","RP","7547","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060go*","Bryan Polanco","WSH","SP","7548","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r33*","Julio Polanco","(N/A)","RP","7552","FA","19","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06tmc*","Natanael Polanco","MIA","RP","7555","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*064o5*","Jared Poland","(N/A)","SP","7558","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04pvy*","Thomas Ponticelli","(N/A)","SP,RP","7569","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0626s*","Bryan Pope","(N/A)","SP","7572","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rto*","Danny Portel","NYM","RP","7576","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*072dp*","Matt Potok","PHI","RP","7586","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06421*","Walker Powell","(N/A)","SP","7592","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06bn2*","Yoniel Prats","(N/A)","RP","7601","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qom*","Dawson Price","DET","RP","7612","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06c3l*","Connor Prins","(N/A)","SP","7617","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0315n*","Austin Pruitt","(N/A)","RP","7623","FA","36","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04enu*","Brady Puckett","(N/A)","SP,RP","7627","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04vep*","Israel Puello","(N/A)","SP","7628","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06v2n*","Sebastian Pulido","(N/A)","RP","7635","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qk8*","Stephen Quigley","CIN","RP","7652","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uq1*","Yulian Quintana","PIT","RP","7665","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qx9*","Jose Ramirez","(N/A)","RP","7709","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05r6e*","Kelvin Ramirez","LAD","RP","7714","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06v2m*","Ruben Ramirez","SEA","RP","7728","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ump*","Wanmer Ramirez","(N/A)","RP","7729","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06c2f*","Wilmer Ramirez","(N/A)","SP","7730","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uma*","Porfirio Ramos","HOU","RP","7749","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05iyo*","Raul Rangel","(N/A)","RP","7759","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*064na*","Alex Rao","(N/A)","RP","7761","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04q0c*","Jake Reindl","(N/A)","SP,RP","7802","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04ehw*","Marcel Renteria","(N/A)","SP,RP","7816","FA","31","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qyt*","Angel Reyes","(N/A)","SP","7830","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06mf9*","Elvis Reyes","(N/A)","RP","7835","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06tl7*","Jean Reyes","(N/A)","RP","7843","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uh6*","Jimmy Reyes","(N/A)","RP","7847","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*061yh*","Jose Luis Reyes","(N/A)","SP","7848","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06umt*","Yokelvin Reyes","LAA","SP,RP","7861","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rsu*","Cole Reynolds","CHC","RP","7864","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qoj*","Owen Rice","(N/A)","SP","7876","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06s33*","Nick Richmond","(N/A)","RP","7885","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06zh5*","Cal Riehl","SD","RP","7888","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05tij*","Gustavo Rivas","(N/A)","RP","7919","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04pq8*","Blake Rivera","(N/A)","SP,RP","7930","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rlz*","Gabriel Rivero","HOU","RP","7943","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06cee*","Jesus Rivero","(N/A)","SP,RP","7944","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05u39*","Ethan Robinson","(N/A)","SP","7976","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hgw*","Liam Rocha","(N/A)","SP","7990","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qjm*","Kyle Roche","LAA","RP","7992","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04emy*","Brody Rodning","(N/A)","RP","7996","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06mwf*","Andy Rodriguez","(N/A)","RP","8006","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ahq*","Estarlin Rodriguez","(N/A)","RP","8032","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05tih*","Juan Rodriguez","(N/A)","RP","8052","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r27*","Luis Rodriguez","(N/A)","SP","8064","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hp4*","Michael Rodriguez","(N/A)","SP","8072","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*01srp*","Wilking Rodriguez","(N/A)","RP","8091","FA","36","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03qpd*","Josh Rogers","(N/A)","RP","8111","FA","32","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uxx*","Cesar Rojas","WSH","RP","8115","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06ru2*","Angel Roman","(N/A)","SP,RP","8138","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*052hw*","Carlos Romero","(N/A)","RP","8148","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03aqg*","Fernando Romero","(N/A)","RP","8151","FA","31","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06um9*","Jose Romero","CHC","RP","8154","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*064zj*","Luciano Romero","(N/A)","RP","8157","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06umr*","Luifer Romero","(N/A)","SP","8158","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06rh3*","Leonardo Rondon","(N/A)","SP","8171","FA","19","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hh0*","Bayden Root","(N/A)","RP","8174","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*067xu*","Jonney Rosario","(N/A)","RP","8203","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06uhi*","Raymon Rosario","(N/A)","RP","8208","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06hvb*","Brady Rose","(N/A)","SP","8213","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*072fz*","Brad Rudis","MIN","RP","8241","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0665u*","Christian Ruebeck","LAD","RP","8243","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0518a*","Mike Ruff","(N/A)","SP,RP","8245","FA","28","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05ymc*","Cesar Ruiz","(N/A)","RP","8249","FA","23","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03p9u*","Norge Ruiz","(N/A)","RP","8253","FA","32","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060gc*","Yarison Ruiz","(N/A)","RP","8257","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06um8*","Aaron Rund","(N/A)","RP","8263","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*064p3*","Reynaldo Saa","(N/A)","RP","8280","FA","21","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r0h*","Yuhi Sako","(N/A)","RP","8296","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06sjt*","Grabiel Salazar","BAL","RP","8307","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04ykf*","Jose Salvador","(N/A)","SP","8327","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03qvk*","Mike Salvatore","(N/A)","SP,RP","8328","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06sue*","Angel Sanchez","(N/A)","RP","8340","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r0m*","Fernando Sanchez","SD","RP","8355","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*03hfi*","Jake Sanchez","(N/A)","RP","8362","FA","36","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06r2t*","Jose Sanchez","WSH","RP","8366","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06qj5*","Josh Sanders","TEX","RP","8391","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*068ny*","Schuyler Sandford","(N/A)","SP","8393","FA","20","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06f8v*","Will Sandy","(N/A)","SP","8400","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05r6b*","Pedro Santillan","(N/A)","RP","8428","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06kvn*","Pedro Santos","(N/A)","RP","8440","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066f1*","Brandon Schaeffer","(N/A)","SP","8475","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*0662s*","Jonah Scolaro","(N/A)","SP","8519","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066cg*","Wesley Scott","(N/A)","SP","8527","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05178*","Cody Scroggins","(N/A)","RP","8528","FA","29","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05l1m*","Eduar Segovia","(N/A)","SP","8541","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066js*","Billy Seidl","(N/A)","SP","8544","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06l45*","Hayden Seig","LAA","RP","8545","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*060gm*","Montana Semmel","(N/A)","RP","8555","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04elc*","Shawn Semple","(N/A)","SP","8556","FA","30","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06umy*","Jose Serrano","HOU","RP","8573","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*05r0t*","Anderson Severino","(N/A)","RP","8580","FA","31","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c8s*","Juan Severino","(N/A)","RP","8585","FA","22","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066fl*","Reese Sharp","(N/A)","SP","8601","FA","25","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*06dvt*","Tanner Shears","(N/A)","SP","8610","FA","27","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*04z97*","Diomede Sierra","(N/A)","SP","8650","FA","24","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
"*066dg*","Easton Sikorski","(N/A)","RP","8655","FA","26","0","0","0%","0%","0","0.00","0","0","0","0","0","0","0","0","0","0"
